dog_SubStatusCode,Age,Health,StoolFirm,EnergyLevel,EliminationInCrate,QuietInCrate,RespondsToCommandKennel,BarksExcessively,RaidsGarbage,CounterSurfingJumpOnDoors,JumpOnPeople,GoodWStrangers,WalksWellOnLeash,TrafficFear,NoiseFear,SitsOnCommand,StaysOnCommand,BehavesWellClass,BehavesWellClass.1,EarCleaning,NailCutting,Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,DayInLife
0,1,4,5,4,5,4,2,5,4,5,2,5,3,4,4,4,4,2,2,5,3,Labrador Retriever,Black,M,VA,Yes,Iams,"Lots of Fetch, Playing with other dogs, walks","It has been about a year since I had the good fortune to retire from sales.  My husband Fred just retired a few months ago.    We both have many interests.  Fred likes sailing, flying, biking, running and hiking.   I really love having the time to garden, feed the birds, read ,(  to keep up with two book groups), learn new music for chorus (except in the summer),and take care of Lee Loo the cat.  I also enjoy baking, and even make my own dog treats.  But, not lately, since Jayk our golden passed about a year ago.    We spend time corresponding with our four adult children who live in Boston, Chicago , England and Annapolis. Have been busy  decluttering and puppy proofing our home.  Looking forward to a furry walking companion and getting to know and enjoy all the bay region pups in our class ."
0,1,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,5,3,Labrador Retriever,Black,F,MD,Yes,Iams,"Walks, runs with dogs or on long line","I live in a single family home in Severna Park, MD. A very family friendly neighborhood with water access. My husband and I have had a dog together for the last 23 years and are well aware of the time and responsibility that goes into bringing a puppy along.  My two kids are off to college giving me more time on my hands.  I have a horse that I visit frequently so the pup will get to encounter farm life. We also have two cats. I am currently unemployed so I have time to dedicate to the raising of this puppy. Given that I stay relatively active, the puppy will get to walk or run with me daily depending on my routine. My sister in law lives three doors down and plans to help with the raising of this pup. She's very active and completely on board with the project.  This is something I've always wanted to do and am in a place in my life where I can truly dedicate my resources.  My 21 son will be returning from his travels abroad this November, so the puppy will have 3 housemates to bond with, including me, plus the housemates at my sister in law's home.  He/she will truly get the time and attention necessary to become a well rounded dog."
0,1,3,1,1,1,2,2,3,3,3,2,1,2,3,1,1,3,1,1,3,3,Labrador Retriever,Yellow,M,MD,Yes,science diet,"running in fenced in yard, walks, playing with cousin pups","I am a full time hospice nurse, who visits patients on a flexible schedule. Start time in the morning varies and arrival home varies, however, I make my schedule so I am able to come home between patients if necessary. Evenings are usually spent doing tasks around the house or running errands. I attend a quilt bee every two weeks and look forward to increasing my outings in the evening to enrich my pup in training. Weekends are as calm or busy as necessary with trips to the beach at times. The pup will share the house with my senior (12yo) flat coated retriever, who is a retired hospice therapy dog, who will demonstrate ""settle"" very effectively :) I also have two parrotts who will expose pup to a variety of vocabulary and fun sounds. The queen of the house is my cat, ""Princess Jasmine"", who only cares about the location of her food bowl and her next nap. I look forward to using my experience and resources to raise pups that are well prepared for the important vocation they have been assigned. "
0,1,4,2,4,5,3,4,3,4,4,3,4,4,4,4,5,4,2,2,4,1,Labrador Retriever,Yellow,M,MD,Yes,Science Diet Puppy Large breed,Walking and running/playing off leash in fenced yard.,"I'm 53 years old and in good health. Retired in 12/2014 from the Federal Government after over 30 years of service. Have 2 grown children who live away from home. Thankfully they visit regularly and we have a close relationship. Live in a cottage on a larger sized property. It small (main living area that incorporates, kitchen, eating , a sofa and a bed, a separate bathroom and a closet /room. . There is an area for a dog crate and I could put things away in containers that I don't want to become puppy casualties/hurt the puppy. Had a German Sheppard as a pet /guard dog when a child and a Bouvier Des Flanders when the kids were growing up. Currently have no pets. Volunteer at a kennel for service puppies in training. Really enjoy my time there pottying , supervising play time, grooming, feeding and cleaning the kennels. The dogs seem to enjoy me too and I joke that it's because they are training to be of help and they sense that I need a lot of help ? :-). Wake up between 6a and 8a. Go to the gym shortly after. Rest of day is running errands, visiting, volunteering, taking and giving martial arts classes. My kids are happy and supportive of me and would enjoy visiting and interacting with the puppy. I'm more on the sensitive/soft side but am also very conscious of not teaching/reinforcing any bad manners and following the Guiding Eyes training guidelines/ seeking assistance if needed. "
0,1,5,4,5,4,3,2,3,3,4,3,5,5,5,4,5,1,5,5,3,5,Labrador Retriever,Yellow,F,CT,Yes,IAMs Smart Puppy,Runs around the house and yard (supervised),"I will be a senior this year at LOLHS. Our school day is from 7:40-2:10. I have no extracurricular actives until Spring Season (Crew). When I get home from school, I do my homework and also spend time with my scottish terrier, Nutella. Nutella is 11 years old. We also have a guinea pig that is 4 years old. My mom and I live in a house near the beach. We live in a neighborhood where there are a few other dogs. Our backyard is fenced in but we have lots of opportunities for walks on the beach or to go running.   Every other weekend, I take the train to my father's in NYC (he is okay with the classes on Saturday). They have a King Charles Cocker Spaniel named Rooney who will be 10 years old.   During the weekends that I am in OL, I relax or find different activities like the beach or hanging out with friends. "
0,1,5,4,5,5,5,4,4,5,5,3,5,3,5,5,5,5,4,4,4,5,Labrador Retriever,Black,M,CT,Yes,Science Diet/Blue Buffalo,"walking, a few min of running when he initiates it, stair climbing","Overall, I have a flexible schedule. My work week is Monday thru Friday, however I work for myself and make my own hours. The work environment is very calm in that I am a Licensed Massage Therapist and Yoga Therapist. The office is about 15 min from my house and is located on the second floor of a very old factory building, think Erector Sets the toy from years and years ago! It has wooden floors and big windows that are up higher, a very forgiving environment with lots of stairs and hallways. I can easily have a kennel there and my clients are looking forward to meeting our new friend. I plan to have enough time inbetween appointments to give the pup my complete attention, which is just a matter of how I choose to book the appointments. I can also have the pup at home and break up the day from morning and afternoon by being home for several hours. Most probably a bit of both. Two Wednesdays a month I am away from home from 8:45 until 5:00 (including travel time) working in a corporate setting. On these 2 days my daughter (Alison 31) has agreed to spend time with our little girl or guy. Joan Moore, also a puppy raiser, has also agreed to me dropping the pup off at her house for some pup playtime. I don't work on weekends. The home life looks like this: 2 female sister cats who are 2.5 years old and do not go outside. They have never scratched or bitten me or anyone else, and are very timid although curious and friendly. They are up to date on their shots and I use Revolution on them even though they are inside, just to be safe. My partner is John Terry who is an absolute lover of all animals and most importantly very well trained by me! (Hehehe) Meaning, he understands that I am the main trainer for the pup and he is willing to be on the same page with me in all the activities concerning the pup. We live in a small cape home (1,200 sq feet) which is already animal safe because of our cats. We do not have sidewalks, and the road we live on is relatively busy, however, there are side roads which are not. I am also willing to drive to where there are sidewalks to get a diversified experience. I believe that we are relatively well setup for this experience. I can only say relatively because it hasn't happened yet! But wherever we may be lacking we are willing to do what we need to do to improve the accommodations. I am a bit nervous! It's a tremendous responsibility, however, I also know that I communicate better with all animals than people, so I feel confident to learn the language. I have had 2 dogs before in my life, they were my best friends and will always be a part of who I am. In retrospect, I am surprised they were as well behaved as they were considering I knew nothing! An additional thought I would like to add is my request for a black dog. I live in black leggings for my work and the maintenance of the removal of yellow hair would be something that I really would rather not have to devote time to. I do hope that doesn't sound offensive in any way, but if I know me, this pup is going to very close to me most of the time and I plan on being hairy. I also believe, but perhaps not accurately, that the female black labs tend to be a little smaller, which given the ways in which I depend on the well being of my fingers, hands and arms, might make more sense for me. All THAT being said, I soooo do not wish to create criteria that puts me right out of the program, so it's just my humble opinion. Oh, and I bend, crawl, jump, bark and roll over. Wait, I won't bark.  I hope I have created a picture that is clear, and user friendly for all of us. Thank you for this wonderful opportunity, I have already learned so very much and it's hardly begun. Peace"
0,1,3,4,5,5,3,4,3,5,5,3,5,5,5,5,5,4,4,4,5,4,Labrador Retriever,Black,M,CT,Yes,IMAS,"running, active play throughout day","cynthia- wake up, shower, day care kids arrive, morning activities (walk, breakfast, drawing trampoline etc.), lunch, kids take nap, cleans up house, plays with the kids, kids go home, makes dinner  dan- wakes up 4:30, shower, breakfast, work until 4, comes home, gym, computer, dinner   amelia- wakes up, shower, makeup, hair, breakfast, school until 2:00, volleyball 2:00-4:00, comes home, tv, homework, dinner  daniel- wakes up 5:30, showers, breakfast, leaves for school 6:00, comes home 3:30, homework, tv, gym, shower, dinner    If possible we would like a boy puppy, black"
0,1,3,4,5,5,3,4,3,5,5,3,5,5,5,5,5,4,4,4,5,4,Labrador Retriever,Black,M,CT,Yes,IMAS,"running, active play throughout day","cynthia- wake up, shower, day care kids arrive, morning activities (walk, breakfast, drawing trampoline etc.), lunch, kids take nap, cleans up house, plays with the kids, kids go home, makes dinner  dan- wakes up 4:30, shower, breakfast, work until 4, comes home, gym, computer, dinner   amelia- wakes up, shower, makeup, hair, breakfast, school until 2:00, volleyball 2:00-4:00, comes home, tv, homework, dinner  daniel- wakes up 5:30, showers, breakfast, leaves for school 6:00, comes home 3:30, homework, tv, gym, shower, dinner    If possible we would like a boy puppy, black"
0,1,5,5,5,5,3,4,3,3,5,5,5,4,5,5,5,3,4,4,5,5,Labrador Retriever,Black,M,CT,Yes,Iams Puppy,Walking/ball chasing,"I attend a community college four days out of the week (Tues-Fri), and I'm usually in class from about 10-4 with a couple breaks in between classes. On any typical day during the week I'm up by about 7:00am and always try to get in a 1-2 mile walk before I have to leave for class. When I come home from class I usually take another 1-2 mile walk sometime before dinner. I plan on bringing my pup to school with me for part or all of the days I have classes. Saturday-Monday I work at a parking garage during the day and have evenings free. I plan on bringing my pup to work with me as well. My school/work schedule are the reasons I want to get an older pup.  "
0,1,5,5,5,5,3,4,3,3,5,5,5,4,5,5,5,3,4,4,5,5,Labrador Retriever,Black,M,CT,Yes,Iams Puppy,Walking/ball chasing,"* Work at home, but need to be on the phone without many interruptions. Pup can be with me in my office at home.   * Can take breaks as needed.  * Hours are typically 8-5 with 1 hour lunch break. Some days may require more hours put in.   * Have an 8 year old Lab Mix who will be at house until my daughter & her husband move out mid Aug.  * Have 2 cats that are shy and will hide when new pup comes in, but will be adjusted after a while and very good.  * May be moving back in with daughter and son in law in fall or winter to Hamden after Cheshire house is sold.  * Travel to Cape Cod home on 2 x monthly basis.   * Weekend schedule may be biking, hiking, walking, beach, canoe, gardening and home chores.   * Family visits could be with other dogs there.   * Occasionally have other daughter's dog, Wallace, over for stays. He has absolutely NO house manners. But, he plays very well with other dogs.      "
0,1,5,5,5,5,3,4,3,3,5,5,5,4,5,5,5,3,4,4,5,5,Labrador Retriever,Black,M,CT,Yes,Iams Puppy,Walking/ball chasing,"I attend a community college four days out of the week (Tues-Fri), and I'm usually in class from about 10-4 with a couple breaks in between classes. On any typical day during the week I'm up by about 7:00am and always try to get in a 1-2 mile walk before I have to leave for class. When I come home from class I usually take another 1-2 mile walk sometime before dinner. I plan on bringing my pup to school with me for part or all of the days I have classes. Saturday-Monday I work at a parking garage during the day and have evenings free. I plan on bringing my pup to work with me as well. My school/work schedule are the reasons I want to get an older pup.  "
0,1,5,5,5,5,3,4,3,3,5,5,5,4,5,5,5,3,4,4,5,5,Labrador Retriever,Black,M,CT,Yes,Iams Puppy,Walking/ball chasing,"* Work at home, but need to be on the phone without many interruptions. Pup can be with me in my office at home.   * Can take breaks as needed.  * Hours are typically 8-5 with 1 hour lunch break. Some days may require more hours put in.   * Have an 8 year old Lab Mix who will be at house until my daughter & her husband move out mid Aug.  * Have 2 cats that are shy and will hide when new pup comes in, but will be adjusted after a while and very good.  * May be moving back in with daughter and son in law in fall or winter to Hamden after Cheshire house is sold.  * Travel to Cape Cod home on 2 x monthly basis.   * Weekend schedule may be biking, hiking, walking, beach, canoe, gardening and home chores.   * Family visits could be with other dogs there.   * Occasionally have other daughter's dog, Wallace, over for stays. He has absolutely NO house manners. But, he plays very well with other dogs.      "
0,1,5,5,5,5,5,5,3,4,3,4,5,4,4,4,5,4,4,4,4,4,Labrador Retriever,Black,F,NY,Yes,Canidea Lamb Grain Free,walks/play with other dogs,"My family and I are very excited about becoming Guiding Eyes volunteers and puppy raisers.  We live in a two story home in Pittsford.  The family consists of myself, my husband, our daughter (14) and our son (11).  We also have two female dogs...a yellow lab (8) and a whippet mix (15).  We also have a pet rabbit.  She lives in a hutch and is out only with supervision.    My husband has a full time job, and I have a part time job.  I work as a school nurse for 4.5 hours a day.  I will have the summer off, so I think that would be a good time to get a puppy, if one is available.    During the school year, we can be busy in the evenings with sports practices and/or appts. with the kids.  Our weekends are more relaxing unless we have a sporting event to attend for one of the kids.    However, we can be quite flexible and head in different directions, or only have one of us leave the house if needs arise.    We really look forward to this journey with Guiding Eyes!"
0,1,5,5,5,5,5,5,3,4,3,4,5,4,4,4,5,4,4,4,4,4,Labrador Retriever,Black,F,NY,Yes,Canidea Lamb Grain Free,walks/play with other dogs,"My family and I are very excited about becoming Guiding Eyes volunteers and puppy raisers.  We live in a two story home in Pittsford.  The family consists of myself, my husband, our daughter (14) and our son (11).  We also have two female dogs...a yellow lab (8) and a whippet mix (15).  We also have a pet rabbit.  She lives in a hutch and is out only with supervision.    My husband has a full time job, and I have a part time job.  I work as a school nurse for 4.5 hours a day.  I will have the summer off, so I think that would be a good time to get a puppy, if one is available.    During the school year, we can be busy in the evenings with sports practices and/or appts. with the kids.  Our weekends are more relaxing unless we have a sporting event to attend for one of the kids.    However, we can be quite flexible and head in different directions, or only have one of us leave the house if needs arise.    We really look forward to this journey with Guiding Eyes!"
0,1,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,4,4,Labrador Retriever,Yellow,F,NY,No,Hills Science Diet adult,"walks/runs on long line in open fields and woods, retrieving in yard, playing with problem solving toys","Donna & Steve live in a two story house on 3 acres of property in Henrietta, NY.  No children. Our home sits in the middle of three acres outside of a housing track but on a somewhat busy road.  Plenty of side walks along the road and into the neighbor hoods/housing tracks, around us that work into an elementary school.  Most times the area is very quiet but the occasion loud picnic occurs.  Being in Henrietta has it good and bad.  Bad, it's a grid town and not a village to walk to different places.  Good, there are still plenty of businesses, plazas & mall, Town Hall, library, and grocery stores to sit and watch activities and still short distance drives.    We have raised 8 puppies for Guiding Eyes, last two being Halsa (7HH10) and her mom Shelby.  Puppy number 5, Verna, was a medical release who we adopted and is still with us today at the age  of 12.     We both work Monday - Friday.  Donna works 8:30am - 4:30pm; Steve varies from 4:30am - 2:00pm.  Donna works in an office at the University of Rochester where Halsa spent many days a week like her mom Shelby.  Steve is a route driver for a coffee company so no opportunity to have the puppy with him at work.  Our weekends are generally open to doing things around the house to family/friend events that may come up.  Sunday morning is church which will be an opportunity to socialize.    Both of us enjoy running races, 5K's, 10k's, 1/2 and full marathons during the year, more Steve than Donna.  Depending on locations and size of race, these have been good outings based on the puppy's age.  Lots to see but plenty of space to back away when needed.      We are looking forward to raising another puppy and hopefully one of Halsa's puppies to say we raised a mom, daughter and grand daughter.    Cheers -  Donna & Steve Derks"
0,1,5,5,4,5,4,3,3,5,4,4,5,4,5,5,5,1,5,5,3,3,Labrador Retriever,Black/tan,M,NY,Yes,For Health - puppy,"Walk, fetch, run, play","We live in a country setting on 22 acres of land. We have many family members that live with in a one mile radius and if needed could make a trip and allow the puppy to ""get busy"". Included in this is four retired parents. We leave for work by 7:30 on weekdays. Kathy works a mile from home and can take lunch at home. Kathy also can be home by 3:15 to drop Alli off from school to attend to the puppy. Our daughter Alli is soon to be 16 and is going to be an integral part of the puppy raising. Zach, our oldest leaves for college in the fall and is looking forward to helping when he is home. I work for Verizon and often pass through town and can stop for a quick check and bathroom time. There is always someone home from 3:30 in the afternoon till morning. Our weekends are extremely flexible with occasional trips to parade and fire dept functions. This will be an excellent opportunity for socialization when the puppy is ready. Kathy is a teacher and class adviser which will allow the pup to attend many different social environments through school. Wes is a county fire coordinator and would be able to take the pup to meetings and expose the pup to another experience. Our extended family also has many animals to expose the pup to. (cows,goats,rabbits,cat,chickens,horses) We have had three previous dogs as pets. A golden retriever,beagle and a dalmatian. The dalmatian was trained and proficient enough to march in the parades with Wes off leash and was a real crowd favorite. We have had a relationship with our Vet for over twenty years and find them very caring and willing to make emergency calls if necessary. We look forward to learning and being able to help teach a puppy to become someones guiding eyes.Thank you for your time."
0,1,5,5,5,5,4,5,3,4,4,2,4,3,3,3,5,4,3,3,4,4,Labrador Retriever,Black,M,CT,Yes,Science Diet,"daily walks, plays in back yard","My 13 year old son Pete and myself will be the puppies primary raisers. We live with my husband Paul and daughter Mary who will be going off to college in the fall. The four of us live in the suburbs in a ranch style home on 3/4 acre land. The back yard has some fencing but is not completely closed off. My husband and I have always had dogs, but when our son Pete was born we discovered he had asthma. This is why we did not adopt again when our dogs passed away. Pete has since outgrown his asthma and we are more than ready to begin raising a dog again. I am a physical therapist and presently work on a per diem basis. I am also taking online classes to earn my Masters in Orientation and Mobility, therefore I am often home studying.  Pete finishes school June 19th and will be a freshman in the fall. He plays baseball 3-4 times per week throughout the summer, but otherwise is usually home. After June 19th, someone will always be home.  I am taking 2 online classes this summer therefore we are unable to go on a long vacation, however we hope to take a day/overnight trips occasionally. Because we have not had a dog in years, we would love a mild mannered puppy (if possible) to begin our puppy raising experience. Sex does not matter unless you think one or the other is easier for a beginner. We truly cant wait to begin!"
0,1,5,5,5,5,5,5,5,4,3,3,5,4,5,5,5,4,4,4,3,4,German Shepherd,Black/tan,F,OH,Yes,Science Diet Large Puppy,walking and playing with Jasmine,"A typical day is getting up around 7am to drive my daughter to school that is about 30 minutes away.  Come back home and begin my work day from my home office.  Leave around 2:30pm to pick my daughter up from school.  Come back home finish out my work day and then get dinner ready.  Our weekend schedules vary depending on the fun activities and chores that have to happen.  I have much flexibility during my week and weekend schedules because of working from home.    I would write you a novel if my life was that wonderfully complicated, but it isn't.  I choose a simple life: family first, work, and fun.  We do go camping in a travel trailer and would definitely take the puppy with us on any weekend camping trips. "
