RecordID,Relationship,PersonID,RelatedID,Region,dog_Tattoo,dog_CallName,dog_DogID,StartDate,DayInLife
22,Primary,28298,0,South Western CT,13L315,Lucille,20446,11/16/15,"I work from home 5 days a week and don't have to travel for work too often. This will give me the ability to let the pup out when needed, integrate training throughout the day, and make myself the reward. I also have flexibility to start work between 7 and 9 and end between 3:30 and 5. This gives me more flexibility to do walks or socialization in the AM or PM depending on weather and how much light is in the sky. We don't have children so the pup will be the main target of our love and direction and we will be able to bring him/ her to socialize in a variety of situations and will be able to focus on the pup to integrate training throughout the day. We own our home and have a grassy front and back yard as well as a patio and plenty of places to walk the pup. Weekend schedule is pretty flexible and we don't really have a set schedule for the weekend."
20,Primary,28297,0,South Western CT,4F315,Favor,20388,11/16/15,"I'm active with my dogs.  I have a 13 year old Nova Scotia Duck Tolling Retriever and a 6 year old Border Collie mix.  I take them hiking on the weekends, also during the week when it's still light when I get home.  I've done agility with my Toller and am considering entering my BC. I had another BC mix (recently passed) who was a therapy dog and we visited adult day care centers twice a month.  I have done a lot of obedience training with my Toller.  He has his CGC. I am working with my BC rescue to get her CGC. Both dogs are fixed and up to date on shots.  I also have three cats. The cats grew up with the dogs and know how to handle themselves. I have a fully fenced in back yard. I work during the day but can have someone come to the house a couple of times a day while the puppy is house training. I live alone (if you don't consider the animals :), but do have many different people in my house, including kids."
48,Primary,28208,0,Central CT,4E315,Elena,20340,10/13/15,"I live in a suburban neighborhood, walking distance to Northampton Center. I have a private but not fenced back yard. I have an eight year old beagle mix. I live with my husband, who works full time and frequently travels, and two teenaged sons. I am home most days until January and then I work part time as a ski instructor, on the days that I will be out of the house for more than four hours I will have a schedule for one of my sons or a dog walker to take the puppy out for play and food and potty.  I may be able to take the dog to work with me and have her stay in the teachers lounge while I am out skiing. I typically teach for an hour or two and then have an hour break and then teach for another hour or two and so on so that I can spend time in between lessons walking her around the resort, and getting her used to lots of people. I will have to work that out with my employer. That part time job lasts typically until the end of February. When I will be home full time again. I am a runner, hiker and backwoods skier, and plan to have the dog accompany me as soon as she is old enough. My car is large enough to hold a crate, and my other dog frequently rides with me while I am out doing errands, but more often I walk to town for shopping and dining and entertainment. I look forward to having the puppy accompany me there. "
49,Primary,28207,0,Northern CT,3OO15,Orion,20188,10/12/15,"I attend a community college four days out of the week (Tues-Fri), and I'm usually in class from about 10-4 with a couple breaks in between classes. On any typical day during the week I'm up by about 7:00am and always try to get in a 1-2 mile walk before I have to leave for class. When I come home from class I usually take another 1-2 mile walk sometime before dinner. I plan on bringing my pup to school with me for part or all of the days I have classes. Saturday-Monday I work at a parking garage during the day and have evenings free. I plan on bringing my pup to work with me as well. My school/work schedule are the reasons I want to get an older pup.  "
52,Primary,28206,0,Northern CT,2D315,Dana,20328,10/11/15,"Participants-Bruce, Maggie (our 7 yr old golden retriever), and Linda    Monday-Friday  5am-Bruce wakes to go to work and showers  5:30am Bruce proceeds downstairs and feeds Maggie  6am Linda wakes and Bruce leaves for work  Linda has tea and reads paper  6:30am Linda showers and dresses  7am Linda leaves to go to the mall to walk  8am Linda goes to the gym  8:45am Linda returns home  8:45-9:30 various chores, lets Maggie outside  9:30am Bruce returns home  depending on the day, activities, weather we usually take a walk together sometime before noon  12:30-1:30 watch Young and the Restless  1pm Bruce goes back to work  1:30-3:30 various chores, computer, depending on what needs to be done  3:30-4:30 prepare supper for Maggie and then for Linda and Bruce  4:45pm Bruce returns home  Evening may involve meetings, bowling for Bruce, shopping, church activities, friends or family  also usually some TV time.    Weekends- Saturday Bruce golfs in the morning, afternoon is usually spent together, maybe taking a ride or a walk.  Sunday, church from 10-11 with possible meeting after.  Then time again together  depending on what is going on.    We are both fairly active despite arthritic knees that act up here and there.  We live in a Cape, 2 stories on a quiet street.  We have a fenced in back yard that is also quiet and backs up to woods. Linda is retired and Bruce is retired but drives a school bus (hence the comings and goings during the day).  Maggie is a beautiful, loving dog who is looking forward to having a little sister!"
66,Primary,28134,0,Central CT,4A315,Abigail,20301,09/25/15,"I am newly retired.  I live in a single family house in Oxford, CT.  The only other one in my household is my son, who is 29, and lives downstairs.  He understands that in order to be fair to the puppy and not confuse him/her,  he needs to follow the Guiding Eyes rules.( He loves dogs and will spoil them if allowed)  :)     We have two other dogs in the house - my son's dog - Dixie - a 10 yr. old blue tick coon hound spayed female and a 1 1/2 yr old Chihuahua/Papillion (?) mix - Peanut - also a spayed female.  Peanut is just graduating from a pet therapy program and I will be doing some hospital and nursing home visits with her.  I also have two horses on my property.   My backyard is fenced in with stockade fencing so the dogs can't get out but I am use to watching them while they are out playing.      My schedule is very flexible.  I like to walk and keep active.  I have had many dogs over my lifetime.  I use to foster dogs, take them to obedience classes and then find them very suitable homes.  I have done a lot of dog sports over the years - agility, fly ball, frisbee, sheep herding and showing dogs in both breed and obedience.      I am open to any puppy.  I have had mostly females in the past but I have had 2 males.  I don't know of any intact females or males in my neighborhood but you don't always know that until you have a dog come into heat :)     I am very excited to raise a puppy for the Guiding Eyes.  "
69,Primary,28126,0,Eastern CT,5VV15,Vic,20248,09/22/15,"Up at 6:30am  M-F, kids (age 15 and 17) at school and practice until 5.  At work for 9 am M-F and alternate Sat but husband and I have opposite schedules so my heavy days are his light days and vice versa.  For example, Mondays and Tuesdays I am on house calls only or ""back up"" for high case load so can come and go as I please.  My husband has this luxury on Wed/Thurs and we are both on ""back up only"" Friday after 12 pm.  Home by 5 or earlier on light days, 7 pm on Thursdays only for me, Tuesdays only for Lawrence. Dog, after 12 weeks of age, could conceivably come to work but we are also only 2 miles from home and easily can return every 3 hours or more frequently.  Saturday afternoons and Sundays free time. Do frequently return to hospital on weekends for various business and medical needs as well as grounds keeping since we are owners of practice. Daughter is driving and capable of coming to classes when I am working.  She also will be primarily responsible for watching, training in the evenings and on weekends.  We have 2 other pets- a cat that is well accustomed to dogs and a chinchilla that is in a large cage 24/7.  We have a fenced yard (1/3 acre) and live within walking distance to downtown Mystic. We rarely travel (other than locally) due to the demands of our practice."
65,Primary,28110,0,Monroe,1MM15,Mabel,20177,09/30/15,"My family and I are very excited about becoming Guiding Eyes volunteers and puppy raisers.  We live in a two story home in Pittsford.  The family consists of myself, my husband, our daughter (14) and our son (11).  We also have two female dogs...a yellow lab (8) and a whippet mix (15).  We also have a pet rabbit.  She lives in a hutch and is out only with supervision.    My husband has a full time job, and I have a part time job.  I work as a school nurse for 4.5 hours a day.  I will have the summer off, so I think that would be a good time to get a puppy, if one is available.    During the school year, we can be busy in the evenings with sports practices and/or appts. with the kids.  Our weekends are more relaxing unless we have a sporting event to attend for one of the kids.    However, we can be quite flexible and head in different directions, or only have one of us leave the house if needs arise.    We really look forward to this journey with Guiding Eyes!"
68,Primary,28102,0,Eastern MA,4I315,Irvin,20416,09/22/15,"My typical day (M-F) is to get up at 6am and be out the door by 6:50 to catch the commuter train into Downtown Boston. I leave the office at 5pm and am home by 6:10. In the evening I typically like to go to the gym or head outside for a walk (weather permitting!). I'm usually in bed a little after 10pm.   I have spoken with my manager and the head of my department at work and they have both given me permission to flex my schedule around the pup and his needs. My fiance, Craig, is a graduate student who has limited need to be on campus, and who can spend the bulk of the day at home with the pup (and is eager to do so!). On days where Craig needs to be out of the house for more than 3 hours, we will coordinate my leaving work early or getting to work late so that the pup is not home alone for more than 3 hours.  On the weekends we typically spend the morning making a big breakfast, and we generally like to get outside when the weather permits it. In Waltham we have several nice outdoor spaces that we're eager to take the puppy to (we live very close to Prospect Park, a conservation area, as well as the Charles River Walkway, and have aspirations to get out to the Berkshires for some day hikes). Some weekends and most holidays we head to New Hampshire to visit my parents, who have property on a small lake in Acworth, NH. They have an Aussie-doodle (he weighs about 30 lbs.) who is very exuberant but excellent with other dogs: Max is very submissive. The NH property is secluded from other houses on the lake and has access to lots of wooded trails and outdoor space, as well as extensive waterfront. Sundays in the fall we love staying in in the afternoon and watching football, and occasionally invite friends over to watch the game with us: Go Pats!  We live in a large one-bedroom apartment on the fourth floor of a dog-friendly apartment building which has elevator access and dog waste bins near all of the exits. It also has a large fenced yard in the back that is open to all residents.   I would say we're moderately active (we like to hike and take lots of walks, play tennis, go skiing in the winter, and I run and box) and without any physical ailments that would impede taking care of a dog. My fiance is in the midst of writing his dissertation, so when he's home he's typically working on that or on lesson plans and is pretty low-key.   Our wedding is scheduled for August 16, 2016. We're embarking on the planning for that but hope to keep it a low-key, stress-free affair in Vermont (as low-key and stress-free as weddings go!). My fiance's family lives in the United Kingdom, so we do do some traveling to visit them occasionally (once a year mostly for about a week at a time). We have a trip planned to the UK for mid-May, 2016, for a wedding and will be gone for a week. Otherwise I would foresee that any other travel we do is local (New England-based) and dog-friendly!"
84,Primary,28088,0,Bay,5PP15,Perdue,20205,08/23/15,"I am a full time hospice nurse, who visits patients on a flexible schedule. Start time in the morning varies and arrival home varies, however, I make my schedule so I am able to come home between patients if necessary. Evenings are usually spent doing tasks around the house or running errands. I attend a quilt bee every two weeks and look forward to increasing my outings in the evening to enrich my pup in training. Weekends are as calm or busy as necessary with trips to the beach at times. The pup will share the house with my senior (12yo) flat coated retriever, who is a retired hospice therapy dog, who will demonstrate ""settle"" very effectively :) I also have two parrotts who will expose pup to a variety of vocabulary and fun sounds. The queen of the house is my cat, ""Princess Jasmine"", who only cares about the location of her food bowl and her next nap. I look forward to using my experience and resources to raise pups that are well prepared for the important vocation they have been assigned. "
86,Primary,28085,0,Bay,2Q15,Quail,20208,08/20/15,"I live in a single family home in Severna Park, MD. A very family friendly neighborhood with water access. My husband and I have had a dog together for the last 23 years and are well aware of the time and responsibility that goes into bringing a puppy along.  My two kids are off to college giving me more time on my hands.  I have a horse that I visit frequently so the pup will get to encounter farm life. We also have two cats. I am currently unemployed so I have time to dedicate to the raising of this puppy. Given that I stay relatively active, the puppy will get to walk or run with me daily depending on my routine. My sister in law lives three doors down and plans to help with the raising of this pup. She's very active and completely on board with the project.  This is something I've always wanted to do and am in a place in my life where I can truly dedicate my resources.  My 21 son will be returning from his travels abroad this November, so the puppy will have 3 housemates to bond with, including me, plus the housemates at my sister in law's home.  He/she will truly get the time and attention necessary to become a well rounded dog."
83,Primary,28038,0,Baltimore,1PP15,Pugsley,20201,08/24/15,"I'm 53 years old and in good health. Retired in 12/2014 from the Federal Government after over 30 years of service. Have 2 grown children who live away from home. Thankfully they visit regularly and we have a close relationship. Live in a cottage on a larger sized property. It small (main living area that incorporates, kitchen, eating , a sofa and a bed, a separate bathroom and a closet /room. . There is an area for a dog crate and I could put things away in containers that I don't want to become puppy casualties/hurt the puppy. Had a German Sheppard as a pet /guard dog when a child and a Bouvier Des Flanders when the kids were growing up. Currently have no pets. Volunteer at a kennel for service puppies in training. Really enjoy my time there pottying , supervising play time, grooming, feeding and cleaning the kennels. The dogs seem to enjoy me too and I joke that it's because they are training to be of help and they sense that I need a lot of help ? :-). Wake up between 6a and 8a. Go to the gym shortly after. Rest of day is running errands, visiting, volunteering, taking and giving martial arts classes. My kids are happy and supportive of me and would enjoy visiting and interacting with the puppy. I'm more on the sensitive/soft side but am also very conscious of not teaching/reinforcing any bad manners and following the Guiding Eyes training guidelines/ seeking assistance if needed. "
90,Primary,28035,0,Southern CT,4OO15,Otis,20189,08/12/15,"cynthia- wake up, shower, day care kids arrive, morning activities (walk, breakfast, drawing trampoline etc.), lunch, kids take nap, cleans up house, plays with the kids, kids go home, makes dinner  dan- wakes up 4:30, shower, breakfast, work until 4, comes home, gym, computer, dinner   amelia- wakes up, shower, makeup, hair, breakfast, school until 2:00, volleyball 2:00-4:00, comes home, tv, homework, dinner  daniel- wakes up 5:30, showers, breakfast, leaves for school 6:00, comes home 3:30, homework, tv, gym, shower, dinner    If possible we would like a boy puppy, black"
96,Primary,27986,0,Southern CT,5OO15,Opie,20190,07/24/15,"Overall, I have a flexible schedule. My work week is Monday thru Friday, however I work for myself and make my own hours. The work environment is very calm in that I am a Licensed Massage Therapist and Yoga Therapist. The office is about 15 min from my house and is located on the second floor of a very old factory building, think Erector Sets the toy from years and years ago! It has wooden floors and big windows that are up higher, a very forgiving environment with lots of stairs and hallways. I can easily have a kennel there and my clients are looking forward to meeting our new friend. I plan to have enough time inbetween appointments to give the pup my complete attention, which is just a matter of how I choose to book the appointments. I can also have the pup at home and break up the day from morning and afternoon by being home for several hours. Most probably a bit of both. Two Wednesdays a month I am away from home from 8:45 until 5:00 (including travel time) working in a corporate setting. On these 2 days my daughter (Alison 31) has agreed to spend time with our little girl or guy. Joan Moore, also a puppy raiser, has also agreed to me dropping the pup off at her house for some pup playtime. I don't work on weekends. The home life looks like this: 2 female sister cats who are 2.5 years old and do not go outside. They have never scratched or bitten me or anyone else, and are very timid although curious and friendly. They are up to date on their shots and I use Revolution on them even though they are inside, just to be safe. My partner is John Terry who is an absolute lover of all animals and most importantly very well trained by me! (Hehehe) Meaning, he understands that I am the main trainer for the pup and he is willing to be on the same page with me in all the activities concerning the pup. We live in a small cape home (1,200 sq feet) which is already animal safe because of our cats. We do not have sidewalks, and the road we live on is relatively busy, however, there are side roads which are not. I am also willing to drive to where there are sidewalks to get a diversified experience. I believe that we are relatively well setup for this experience. I can only say relatively because it hasn't happened yet! But wherever we may be lacking we are willing to do what we need to do to improve the accommodations. I am a bit nervous! It's a tremendous responsibility, however, I also know that I communicate better with all animals than people, so I feel confident to learn the language. I have had 2 dogs before in my life, they were my best friends and will always be a part of who I am. In retrospect, I am surprised they were as well behaved as they were considering I knew nothing! An additional thought I would like to add is my request for a black dog. I live in black leggings for my work and the maintenance of the removal of yellow hair would be something that I really would rather not have to devote time to. I do hope that doesn't sound offensive in any way, but if I know me, this pup is going to very close to me most of the time and I plan on being hairy. I also believe, but perhaps not accurately, that the female black labs tend to be a little smaller, which given the ways in which I depend on the well being of my fingers, hands and arms, might make more sense for me. All THAT being said, I soooo do not wish to create criteria that puts me right out of the program, so it's just my humble opinion. Oh, and I bend, crawl, jump, bark and roll over. Wait, I won't bark.  I hope I have created a picture that is clear, and user friendly for all of us. Thank you for this wonderful opportunity, I have already learned so very much and it's hardly begun. Peace"
98,Primary,27985,0,Southern CT,6NN15,Nomi,20199,07/19/15,"I will be a senior this year at LOLHS. Our school day is from 7:40-2:10. I have no extracurricular actives until Spring Season (Crew). When I get home from school, I do my homework and also spend time with my scottish terrier, Nutella. Nutella is 11 years old. We also have a guinea pig that is 4 years old. My mom and I live in a house near the beach. We live in a neighborhood where there are a few other dogs. Our backyard is fenced in but we have lots of opportunities for walks on the beach or to go running.   Every other weekend, I take the train to my father's in NYC (he is okay with the classes on Saturday). They have a King Charles Cocker Spaniel named Rooney who will be 10 years old.   During the weekends that I am in OL, I relax or find different activities like the beach or hanging out with friends. "
106,Primary,27962,0,Catoctin,3EE15,Emily,20072,07/01/15,"My household is made up of just my husband and me.  We currently do not have any other pets.  During the week, we live in a small townhouse, but on the weekends we live in a slightly larger log home on 15 acres.  Neither home has a fence so we are used to constantly having the dogs we have owned in the past on leash.      The townhouse is three levels and the floor surfaces are vinyl tile, concrete, and carpet.  We have stairs that go down into the basement and up to the second floor.  Our townhouse backs up to a small shopping area that has a grocery store, two eating establishments, and other small retail establishments.  There is always some type of activity going on in the neighborhood either the yard crews are cutting the grass (noisy lawnmowers, leaf blowers), kids are playing in front of our house, the mailman is delivering the mail, etc.  We also live about 5 blocks from an elementary school and community pool - all of this is in our subdivision.  There are sidewalks and bike paths to walk the puppy along. We walk to the grocery store 2-3 times a week to go grocery shopping.  We have a fire department 3 blocks from our house that has fire trucks and an ambulance. We also live close to Frederick City and can go into the city in the evenings for social outings.  The city has a lot more cars and distractions then at either of our other two houses.      Out at the cabin, the puppy will get to experience, rocky roads, dirt paths, grassy paths, various wildlife (turkey, deer, bear, snakes, bobcat, grouse etc.), mud, and lots of water.  The log house is 2 hours from our townhouse so the puppy will get used to ""riding"" with us.  The floor surfaces inside the home are ceramic tile, carpet, and hardwood flooring.  We have sliding glass doors and the inevitable screen doors that all of our dogs have had to learn about.    I have family that live on the Eastern shore so the puppy will be exposed to the bay and ocean, Annapolis, sea gulls, sand, etc.      During the week, my husband works from home 5 days a week and I work at home 2 days a week.  My husband travels about 2-3 times a year for about a week at a time.  I travel anywhere from 0-6 times a year from 1-2 weeks each time.  The puppy will not be going on work travel since we will be in areas that do not allow animals.  My husband and I coordinate travel so one person will be home while the other person is traveling.  Once the puppy is housebroken and has a little more self-control he will be going to my office with me.  My office is an hour away from my house and I leave at 5 AM.  Work consists of sitting around reading at my desk, going to meetings, going to the Farmer's Market on Tuesdays, riding in elevators, walking up stairs, going through sliding glass doors, going to the cafeteria for lunch, going through security check points, walking on carpet, tile, marble, and concrete.  I work on a Federal Government Campus so we are fairly isolated and there is a lot of open space and trees where I work.  Inside the buildings, there is a lot of glass and open spaces.  My job may be changing soon which will mean less work traveling and more time actually going into the office instead of working from home.  It will just mean that the puppy makes the trek into my office more times per week then he would be doing now.      Any personal travel that my husband and I have done in the past we have always brought our dogs so vacation time is making sure the dogs can go along too.  The puppy will be used to hotels and long rides.    That's about it.  Our life is pretty ordinary, but we do have a lot of different things going on."
